provinsi,daerah,jenis,tahun,peng,rata_pengeluaran,variasi_pengeluaran,cluster
LAMPUNG,PERDESAAN,MAKANAN,2020,466590.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,MAKANAN,2021,501084.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,MAKANAN,2022,542452.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2007,105338.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2008,113552.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2009,127833.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2010,146368.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2011,186338.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2012,184294.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2013,197109.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2014,222272.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2015,294748.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2016,311439.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2017,309728.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2018,371716.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2019,365841.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2020,393202.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2021,395456.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,NONMAKANAN,2022,414416.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2007,248849.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2008,273531.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2009,294271.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2010,347281.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2011,432564.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2012,449336.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2013,480120.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2014,534541.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2015,653859.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2016,694830.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2017,743310.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2018,815724.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2019,812396.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2020,859792.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2021,896541.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAAN,TOTAL,2022,956868.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2007,217916.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2008,209458.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2009,228316.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2010,271181.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2011,305734.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2012,338261.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2013,405210.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2014,422069.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2015,447587.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2016,491261.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2017,558327.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2018,560502.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2019,570592.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2020,587511.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2021,622926.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,MAKANAN,2022,644379.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2007,329527.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2008,288214.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2009,275503.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2010,314309.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2011,351031.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2012,376967.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2013,438876.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2014,473544.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2015,538560.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2016,551369.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2017,569779.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2018,616817.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2019,620054.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2020,643043.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2021,693670.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,NONMAKANAN,2022,674903.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2007,547443.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2008,497672.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2009,503819.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2010,585489.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2011,656766.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2012,715229.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2013,844087.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2014,895613.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2015,986147.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2016,1042631.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2017,1128106.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2018,1177319.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2019,1190647.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2020,1230554.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2021,1316597.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERKOTAAN,TOTAL,2022,1319283.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2011,261519.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2012,283870.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2013,314408.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2014,340844.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2015,382368.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2016,412617.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2017,467939.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2018,478451.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2019,484799.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2020,503976.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2021,539963.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2022,575672.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,228662.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,233840.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,259226.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,287666.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,358838.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,376444.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,381353.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,444185.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,444224.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,470447.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,490615.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,499314.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2011,490180.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2012,517710.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2013,573634.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2014,628510.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2015,741206.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2016,789061.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2017,849293.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2018,922637.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2019,929024.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2020,974423.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2021,1030578.0,509885.6439393939,271001.6135467339,2
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2022,1074987.0,509885.6439393939,271001.6135467339,2
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2007,248396.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2008,277071.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2009,290870.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2010,328440.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2011,389470.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2012,395069.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2013,433710.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2014,515064.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2015,551553.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2016,558613.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2017,651144.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2018,655645.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2019,682642.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2020,720007.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2021,726610.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2022,848494.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2007,215562.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2008,218532.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2009,239364.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2010,239766.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2011,307953.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2012,333414.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2013,364192.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2014,413004.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2015,467700.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2016,505734.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2017,469208.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2018,559284.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2019,603651.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2020,578492.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2021,606125.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2022,637672.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2007,463958.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2008,495602.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2009,530235.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2010,568206.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2011,697423.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2012,728484.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2013,797902.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2014,928068.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2015,1019252.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2016,1064347.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2017,1120353.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2018,1214929.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2019,1286293.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2020,1298500.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2021,1332735.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2007,263406.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2008,284162.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2009,303406.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2010,380298.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2011,393810.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2012,442601.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2013,550081.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2014,590025.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2015,606905.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2016,633225.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2017,784861.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2018,757618.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2019,807682.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2020,812631.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2021,826951.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2022,906502.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2007,217734.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2008,264755.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2009,311126.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2010,383751.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2011,383301.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2012,468917.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2013,535297.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2014,581117.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2015,613072.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2016,722576.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2017,795826.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2018,838278.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2019,883969.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2020,854352.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2021,859389.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2022,874034.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2007,481141.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2008,548917.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2009,614532.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2010,764049.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2011,777111.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2012,911518.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2013,1085378.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2014,1171142.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2015,1219977.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2016,1355801.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2011,391606.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2012,418496.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2013,491121.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2014,551960.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2015,578812.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2016,596381.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2017,721045.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2018,710401.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2019,751640.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2020,771121.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2021,783203.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2022,881622.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,345039.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,400200.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,448605.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,495751.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,539290.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,615498.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,639949.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,709094.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,758333.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,730722.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,748970.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,772658.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2011,736645.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2012,818697.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2013,939726.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2014,1047711.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2015,1118101.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2016,1211879.0,654376.9333333333,278946.3616099713,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2017,1360994.0,654376.9333333333,278946.3616099713,1
KEP. RIAU,PERDESAAN,MAKANAN,2007,216349.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2008,244200.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2009,303902.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2010,341117.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2011,400218.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2012,416780.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2013,437634.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2014,480788.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2015,480875.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2016,502046.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2017,562677.0,670387.811965812,278379.0831528715,1
KEP. RIAU,PERDESAAN,MAKANAN,2018,590286.0,670387.811965812,278379.0831528715,1
